company,date,type,URL,text,total engagement,engagement rate,reactions,shares,comments
ERASE (US),"22 Jan, 2017 17:02",link,http://www.usatoday.com/story/news/nation-now/2017/01/20/trooper-runaway-sex-trafficking/96818752/,"We agree with Guardian Group that training is imperative in the fight against #humantrafficking. There are great NGOs all across the country trying to make a difference.  
Hats off to this Arizona Department of Public SafetyTrooper for noticing the signs and saving this young girl.",16,129.9756296,16,0,0
ERASE (US),"17 Jan, 2017 20:47",video,https://www.facebook.com/helperase/videos/1348802308504774/,Where is Human Trafficking Awareness Needed?,16,131.9043693,8,6,2
ERASE (US),"10 Jan, 2017 20:03",video,https://www.facebook.com/helperase/videos/1342287102489628/,#Backpage ~ Click Bait News ~ National Human Trafficking Awareness Day,16,132.5600663,10,5,1
ERASE (US),"27 Aug, 2020 20:18",video,https://www.facebook.com/helperase/videos/1007604453021225/,The surprising ways you are helping _ôÍě_ôÍě_ôÍě,16,33.77665189,11,1,4
ERASE (US),"19 Jun, 2019 19:09",video,https://www.facebook.com/helperase/videos/625148104655688/,"3 Ways Getting Unstuck in The Fight!
#HelpERASE",15,45.28985507,10,0,5
ERASE (US),"10 Apr, 2019 19:05",video,https://www.facebook.com/helperase/videos/370459450346335/,"Child sex abuse and äóěthe lifeäóť.
#HelpERASE",15,46.35352287,9,6,0
ERASE (US),"21 Aug, 2020 16:10",link,https://www.facebook.com/1003344626383879/posts/3408947565823561/,"The GBI launched HEAT (Human Exploitation And Trafficking Unit) to stop sex traffickers in the state on July 1st.
https://buff.ly/3hf65VQ
#GBI #HelpERASE #Atlanta",15,31.66561115,10,5,0
ERASE (US),"09 Jun, 2020 12:07",photo,https://www.facebook.com/1003344626383879/posts/3203258646392455/,#Found,15,31.66561115,9,6,0
ERASE (US),"07 Jan, 2020 8:52",photo,https://www.facebook.com/1003344626383879/posts/2852192378165752/,#kindness,15,33.53454058,12,3,0
ERASE (US),"18 Dec, 2019 10:32",photo,https://www.facebook.com/helperase/photos/a.1029649477086727/2809093225809001/?type=3,"äóěThis is my first year, and already itäó»s made a change in my life,äóť Abigayle said of Dressember. äóěMy heart has always been so heavy for the girls who are stuck. Dressember gives you that small opportunity to do something big.äóť #MakingADifference",15,33.88299074,13,2,0
ERASE (US),"05 Sep, 2019 10:04",link,https://www.facebook.com/1003344626383879/posts/2589088101142849/,"äóěThe State of Nebraska today is far more aware of what trafficking might look like and how to respond to it,äóť said Nebraska Attorney General Doug Peterson.äóť",15,40.78303426,11,4,0
ERASE (US),"20 Aug, 2019 16:10",photo,https://www.facebook.com/1003344626383879/posts/2560675477317445/?substory_index=0,"""Twenty Horry County massage parlors are facing closure after being labeled a äóěnuisance,äóť and the trouble may be just beginning for the people behind those businesses."" https://buff.ly/2L0WSl5",15,40.7719489,11,4,0
ERASE (US),"18 Aug, 2019 10:04",photo,https://www.facebook.com/1003344626383879/posts/2556583591059967/?substory_index=0,Workshop targets human trafficking - Rocky Mount Telegram #humantrafficking #education #makingadifference https://buff.ly/2NeUqu6,15,40.80522307,12,3,0
ERASE (US),"17 Aug, 2019 16:10",photo,https://www.facebook.com/1003344626383879/posts/2555331237851869/?substory_index=0,"Micahäó»s Promise is raising awareness in a area that itäó»s greatly needed. 
äóěThey deserve for adults to protect them. They deserve for adults to fight for them, and they deserve to have childhoods and to have their innocence protectedäóť

https://buff.ly/2Z9OPeU",15,40.79412565,10,4,1
ERASE (US),"03 Apr, 2019 13:15",photo,https://www.facebook.com/1003344626383879/posts/2310985248953137/,"Ten men arrested in a three-day multiagency investigation into internet crimes against children, according to the Camden County Sheriff's Office in Georgia.
https://buff.ly/2WJkf6K",15,46.56938839,9,6,0
ERASE (US),"21 Mar, 2019 16:16",photo,https://www.facebook.com/1003344626383879/posts/2292074880844174/,äóČAnother bad guy locked up! The San Bernardino County Sheriff's Department Human Trafficking Task Force is making a difference in their community.  #le #makingadifference äóĺ,15,46.8164794,12,3,0
ERASE (US),"16 Mar, 2019 13:09",photo,https://www.facebook.com/1003344626383879/posts/2284713014913694/,,15,46.91898655,8,6,1
ERASE (US),"29 Nov, 2018 16:10",photo,https://www.facebook.com/1003344626383879/posts/2125680904150240/,"""Most health care systems promote a patient-centered approach, but I think what's lacking is concrete education on trauma,"" says Holly Gibbs, a sex trafficking survivor and director of Dignity Health's Human Trafficking Response Program.äóť https://buff.ly/2AyaAGM",15,51.2295082,10,5,0
ERASE (US),"25 Oct, 2018 16:10",link,https://www.facebook.com/1003344626383879/posts/2075580622493602/,"""A new federal study revealed California is one of the top five states leading the way in human trafficking.""",15,52.19206681,9,5,1
ERASE (US),"26 Aug, 2018 16:10",photo,https://www.facebook.com/1003344626383879/posts/2001715343213464/,"""The äóěSalon Talkäóť workshop stressed on human trafficking in the hair and nails industry as these shops are often focal points for illegal labor practices."" https://buff.ly/2o90g2n",15,55.69996287,8,7,0
ERASE (US),"21 Aug, 2018 10:34",photo,https://www.facebook.com/1003344626383879/posts/1993326260719039/,"""When I asked my CPS caseworker and friend to explain how we could have identified Zena on her first visit to our emergency department, he answered, äóěYou should have asked how she met those two men.äóť https://buff.ly/2N1MskS",15,56.22188906,10,5,0
ERASE (US),"16 Aug, 2018 10:04",link,https://www.facebook.com/1003344626383879/posts/1984556578262674/,"""City Wants Hotels And Motels to Increase Reporting about Human Trafficking in Houston.""",15,56.41218503,10,5,0
ERASE (US),"30 Jul, 2018 8:00",video,https://www.facebook.com/helperase/videos/1955389271179405/,"We NEED You!!! 
#HelpERASE
#WDATIP",15,57.87037037,9,6,0
ERASE (US),"26 Jul, 2018 16:10",link,https://www.facebook.com/1003344626383879/posts/1949261375125528/,"July 30th is World Day Against Trafficking in Persons. Each year we ask our online community to help spread awareness to their circle of friends and colleagues. Nick Rishwain from Experts.com and Marc Marty from the Montebello Police Department came together to talk about social media safety tips for families. All types of predators use social media to lure victims, including child traffickers. Please read and share this article. Protecting children should be our #1 priority. Thank you Nick and Marc! #HelpERASE #ChildTrafficking",15,58.41121495,11,3,1
ERASE (US),"21 Nov, 2018 19:13",video,https://www.facebook.com/helperase/videos/192567035009956/,"Kindness isnäó»t going to cure the world of all itäó»s awfulness, but itäó»s a good place to begin.
- Daisy Ridley
#HelpERASE
We are extremely thankful for the Law Enforcement Agencies that host our class, the incredible agency support staff that are always helpful, the Law Enforcement Officers who have participated and for the officers and agents who are out there every day making a difference.",15,51.35227662,8,6,1
ERASE (US),"11 Jul, 2018 10:04",link,https://www.facebook.com/1003344626383879/posts/1924677190917280/,"Well said!
""Douglas County Sheriff Tim Dunning said it best when he previously wrote in The World-Herald, äóěprosecuting human trafficking cases by treating victims as criminal defendants in order to leverage them into forced cooperation against their traffickers is ineffective and misunderstands the coercive nature of the victimization that occurs in human trafficking.äóť",15,61.34969325,8,6,1
ERASE (US),"08 Jul, 2018 16:10",link,https://www.facebook.com/1003344626383879/posts/1920501044668228/,"äóěI was trafficked into slavery as a domestic worker where I didnäó»t earn anything, bore inhumane treatment, and sexual abuses,äóť",15,61.83017312,7,8,0
ERASE (US),"07 Jul, 2018 16:10",link,https://www.facebook.com/1003344626383879/posts/1918874558164210/,"""Here are 9 ways this Ohio attorney general candidate wants to battle human trafficking.""",15,61.9067272,9,5,1
ERASE (US),"13 Jun, 2018 20:05",video,https://www.facebook.com/helperase/videos/1882158101835856/,"Incase you missed it: 
Proof that a great cause can unite the most unlikely of businesses!!!

#Inspired #TeamWork #HelpERASE",15,64.02048656,8,5,2
ERASE (US),"13 Jun, 2018 10:14",link,https://www.facebook.com/1003344626383879/posts/1881572815227718/,"Atlantaäó»s biggest companies, Delta Air Lines, UPS, and Coca-Cola are using different approaches to tackle the issues of human trafficking.",15,64.02048656,10,4,1
ERASE (US),"31 May, 2018 16:04",link,https://www.facebook.com/1003344626383879/posts/1867734033278263/,"The pair used a local hotel to force a woman into prostitution, authorities said. One has been arrested; another remains on the run.
#hotel #education #humantrafficking",15,64.68305304,6,8,1
ERASE (US),"23 May, 2018 16:04",link,https://www.facebook.com/1003344626383879/posts/1859676534084013/,"Many people don't know, or aren't aware, that trafficking occurs in their backyard",15,65.07592191,7,8,0
ERASE (US),"09 May, 2018 10:14",link,https://www.facebook.com/helperase/posts/1846040932114240,"Human trafficking is loosely defined as sex or labor exploitation, but Jane White, executive director for the Michigan Human Trafficking Task Force, has another word for it. ""Human trafficking is slavery,äóť said White. äóěIn fact, I really prefer the term, slavery, because we're talking about an ownership of people that are bought and sold.""",15,66.13756614,12,3,0
ERASE (US),"01 May, 2018 16:55",video,https://www.facebook.com/helperase/videos/1838377262880607/,"From INTERPOL HQ Nearly 350 victims of human trafficking rescued in Interpol raids throughout Latin America and the Caribbean.
Police arrested 22 individuals during Operation Libertad raids, carried out between April 3-9, which marked the culmination of the Canadian government-funded two-and-a-half-year effort, Interpol said.
#interpol #humantrafficking #internationalpolice #leo #caribbean #slavery",15,66.37168142,12,3,0
ERASE (US),"06 Apr, 2018 10:14",link,https://www.facebook.com/helperase/posts/1812961525422181,"In places like Orlando, Miami and Tampa, traffickers hide in plain sight. People are preoccupied, theyäó»re not looking for suspicious activity. No, theyäó»re thinking about the next stop on their list of things to do. Added to that, employees of hotels and restaurants arenäó»t trained to see the signs or worse, deliberately arenäó»t paying attention.",15,67.56756757,8,6,1
ERASE (US),"20 Mar, 2018 16:04",link,https://www.facebook.com/helperase/posts/1795732523811748,What is the mission of the US Department of Homeland Securityäó»s Blue Campaign? How is it combating human trafficking? What can we do to combat human trafficking?,15,68.24385805,12,3,0
ERASE (US),"29 Jan, 2018 10:14",link,https://www.facebook.com/helperase/posts/1741942832524051,"January is human trafficking month -- a time when groups trying to eradicate the crime, raise awareness about it. Across the world, itäó»s estimated that around 27 million people are being trafficked for sex. Most of them are women. The numbers here are hard to pin down. But some experts say Milwaukee is a hotbed for the activity.",15,69.93006993,10,5,0
ERASE (US),"14 Jan, 2018 10:14",link,https://www.facebook.com/helperase/posts/1726824884035846,"You may think that only women are trafficked or just poor women in other countries. The victims of human trafficking are as unique as you and me. Because people like us are trafficked every day. The hard fact is that the victims are male, female, young, old, middle class, poor, foreigners and Americans. Some victims are toddlers.",15,70.62146893,9,6,0
ERASE (US),"03 Dec, 2017 7:14",photo,https://www.facebook.com/helperase/posts/1682802618438073:0,"Great job by all the New Jersey Law Enforcement involved in getting these predators off the streets! 
#NJICACTaskForce #SaferStreets
http://fxn.ws/2ArO3uG",15,72.63922518,9,5,1
ERASE (US),"20 Nov, 2017 10:14",link,https://www.facebook.com/helperase/posts/1668835466501455,"YWCA Kalamazoo to build only human trafficking shelter in Michigan
The grant it received will allow them to expand their human trafficking program and will build a 17 bed shelter for survivors, offer legal support, therapy and case management.",15,72.99270073,13,2,0
ERASE (US),"15 Nov, 2017 21:09",link,https://www.facebook.com/helperase/posts/1663981373653531,,15,73.0994152,14,0,1
ERASE (US),"12 Nov, 2017 16:04",link,https://www.facebook.com/helperase/posts/1660876083964060,"Police train to spot human trafficking.
Human trafficking in West Virginia takes several shapes. It occurs between families,  massage parlors, nail salons, truck stops, orchards, summer work programs and prostitution.",15,73.13505607,10,5,0
ERASE (US),"29 Oct, 2017 10:14",link,https://www.facebook.com/helperase/posts/1646788298706172,Take every opportunity to chat with your children about the danger of talking to strangers on social media and ask them to disable location sharing capabilities on their social media accounts and photos.,15,74.47864945,6,8,1
ERASE (US),"23 Oct, 2017 10:14",link,https://www.facebook.com/helperase/posts/1640538459331156,"Because of forward thinking legislators and a governor committed to protecting our children, every student in California will learn about both sex and labor trafficking and how to avoid victimization.",15,74.77567298,11,4,0
ERASE (US),"16 Sep, 2017 16:04",link,https://www.facebook.com/helperase/posts/1605987996119536,"The idea for the task force started back in 2015 with help from the Women's Fund of the Stateline Community Foundation. What started as a vision turned into meetings and workgroups, which eventually grew into the Rock County Anti-Human Trafficking Task Force.",15,78.08433108,8,7,0
ERASE (US),"14 Sep, 2017 9:14",link,https://www.facebook.com/helperase/posts/1603986209653048,"A converted motel on the Crow Creek Sioux Reservation in South Dakota is helping victims of sex trafficking thanks to the efforts of Lisa Heth and Wiconi Wawokiy. Although she'd long wanted to create programming and a shelter to serve Native American victims of sex trafficking, buying a decaying 1970s motel was definitely not part of her dream.",15,78.08433108,11,4,0
ERASE (US),"06 Sep, 2017 9:14",link,https://www.facebook.com/helperase/posts/1597276646990671,"""We want to give a message of hope, that you can be saved and there are people you can turn to."" Dozens of airport employees underwent training last year from Airline Ambassadors, a nonprofit group in Arlington, Virginia, that educates the airline industry on how to recognize human trafficking and when to step in.",15,78.28810021,12,3,0
ERASE (US),"28 Aug, 2017 19:04",link,https://www.facebook.com/helperase/posts/1589621794422823,"Co-Chairs of the Senate Caucus to End Human Trafficking, and along with 26 of our colleagues from across the political spectrum, we have introduced the Stop Enabling Sex Traffickers Act. This narrowly crafted legislation has the support of numerous anti-human trafficking advocacy groups and law enforcement organizations around the country.",15,78.74015748,10,5,0
ERASE (US),"15 Aug, 2017 20:06",video,https://www.facebook.com/helperase/videos/1578186072233062/,Sharing is caring - and we LOVE how much you care!!!,15,79.23930269,7,4,4
ERASE (US),"01 Aug, 2017 10:51",photo,https://www.facebook.com/helperase/posts/1564200226964980,"We want to thank everyone who participated in raising awareness on the United Nations' World Day Against Trafficking in Persons. Thank you for the LiveStreams, Videos, Post, Pictures, and information! The only way to fight this problem is to stand together.  We can defeat and abolish Human Trafficking together. 
#GiveFreedom #HelpERASE",15,79.91475759,11,4,0
ERASE (US),"29 Jul, 2017 18:18",video,https://www.facebook.com/helperase/videos/1561752057209797/,"During last night's interview with Greg Bristol, he asked us to share the PSA he did to help raise awareness about human trafficking. 
Working with Greg and the rest of his team doing law enforcement training has been very rewarding. 
#GiveFreedom #HelpERASE",15,80,8,7,0
ERASE (US),"19 Jul, 2017 12:04",link,https://www.facebook.com/helperase/posts/1550497495001920,"""Anything that's interesting for kids is also interesting from predators,"" Lindsey said. ""They can say they're 13 because there is nothing stopping them behind a screen.""",15,81.08108108,3,12,0
ERASE (US),"10 Jul, 2017 7:14",link,https://www.facebook.com/helperase/posts/1539932316058438,"San Antonio, TX is opening a much needed drop in center.",15,90.96422074,9,6,0
ERASE (US),"02 Jul, 2017 7:14",link,https://www.facebook.com/helperase/posts/1530539953664341,,15,93.22560597,13,2,0
ERASE (US),"23 Jun, 2017 21:42",video,https://www.facebook.com/helperase/posts/1520025538049116,"This is a great tutorial from Rescue 1 Global on how to turn off the map setting in Snapchat App to protect your children from traffickers and predators. 
#snapchat #educateyourself
https://instagram.com/p/BVsNevanwvd/",15,94.04388715,8,7,0
ERASE (US),"15 Jun, 2017 23:14",link,https://www.facebook.com/helperase/posts/1511144688937201,,15,94.87666034,15,0,0
ERASE (US),"08 Jun, 2017 20:07",link,https://www.facebook.com/helperase/posts/1502910156427321,,15,96.27727856,10,5,0
ERASE (US),"31 May, 2017 7:14",link,https://www.facebook.com/helperase/posts/1493727774012226,,15,96.71179884,11,4,0
ERASE (US),"22 May, 2017 20:07",link,https://www.facebook.com/helperase/posts/1485899431461727,,15,97.15025907,12,3,0
ERASE (US),"21 Apr, 2017 13:34",photo,https://www.facebook.com/helperase/photos/a.1029649477086727.1073741828.1003344626383879/1449534955098175/?type=3,Congratulations to our dear friend Rachel Tourgeman who has been chosen as an honoree of the Hispanic Women of Distinction Award.,15,100.9421265,8,5,2
ERASE (US),"15 Apr, 2017 12:27",link,http://usat.ly/2orPR0L,"College organization Princeton Against Sex Trafficking and International Justice Mission working to give a face to human trafficking. 
#HelpErase
http://usat.ly/2orPR0L",15,101.488498,11,4,0
ERASE (US),"23 Feb, 2017 16:56",photo,https://www.facebook.com/helperase/photos/a.1029649477086727.1073741828.1003344626383879/1386477521403919/?type=3,"Second day at Summit Live. Lots of great people learning about human trafficking and participating in the #enditmovement. 
#SummitLive #HepERASE",15,112.528132,8,7,0
ERASE (US),"14 Feb, 2017 20:22",video,https://www.facebook.com/helperase/videos/1377143849003953/,The many faces of Traffickers.,15,115.1189563,7,6,2
ERASE (US),"13 Jan, 2017 13:28",photo,https://www.facebook.com/helperase/photos/a.1029649477086727.1073741828.1003344626383879/1344920895559582/?type=3,"Ways traffickers lure victims.

Fact #13 Some recruiters befriend teens 
and young adults for the sake of trafficking them.
After they develop trust and a friendship, the recruiters initiate a weekend vacation or gig, only to deceive them into trafficking.

30 Facts ~ National Slavery and Human Trafficking Prevention Month
#Awareness #Prevention #Education",15,124.1721854,5,10,0
ERASE (US),"11 Jan, 2017 9:12",photo,https://www.facebook.com/helperase/photos/a.1029649477086727.1073741828.1003344626383879/1342441035807568/?type=3,"In honor of National Human Trafficking Awareness Day, we are proud to announce the launching of ERASEäó»s Blue Initiative. We are teaming up with The Human Trafficking Investigations & Training Institute to provide law enforcement, Advanced Training in the fight against Human Trafficking. Our inaugural class will be in Aventura, FL later this month. 
#NationalHumanTraffickingAwarenessDay #Education 
For additional information~ http://www.erasechildtrafficking.org/go/blueinitiative",15,124.2750621,4,11,0
ERASE (US),"11 Jan, 2021 19:38",photo,https://www.facebook.com/1003344626383879/posts/3813610345357279/,"#Repost @harmonycolumbus
Ü€éÜ€éÜ€é
äóěHuman trafficking isnäó»t exclusive to big events, itäó»s happening 365 days a year.äóť

Judge Paul Herbert started the CATCH (Changing Actions To Change Habits) Court in 2009 here in Columbus in response to an overwhelming number of domestic violence and prostitution cases coming before the court. As he educated himself on the subject, he found the issue, in part, was rooted in early childhood domestic sexual abuse. 

The thought that women sell their bodies because they are addicted to drugs is not the truth. Victims of early childhood sexual abuse experience trauma that makes them more susceptible to drugs and further victimization from men all around the world looking to make money off of them. 

1/3 of women in prostitution start before they are 15 years old. 66% start before their 18th birthday. For women who have entered CATCH Court, the average age for when they first faced sexual abuse is 8.5 years old. 

äóěIf you have a child, make sure you know what theyäó»re doing on their cell phone. Cell phones are the number 1 tool used to lure kids into situations that lead to trafficking.äóť

Today is #HumanTraffickingAwarenessDay.",14,29.5545704,9,5,0
ERASE (US),"13 Aug, 2020 13:08",video,https://www.facebook.com/1003344626383879/posts/3384826408235677/,"Sex Trafficking does not discriminate, anyone can fall prey to techniques used by traffickers. #LE #MakingADifference  #HelpERASE",14,29.5545704,6,6,2
ERASE (US),"27 Jul, 2020 20:19",status,https://www.facebook.com/1003344626383879/posts/3336280083090310/,"_ôî«_ôî«RECOVERED_ôî«_ôî«
#missing
#SC #GA",14,29.5545704,8,5,1
ERASE (US),"24 Jan, 2020 16:10",link,https://www.facebook.com/1003344626383879/posts/2888680087850314/,"äóěIn order to truly make inroads in combating crimes, you have to have the buy-in and help of the public,äóť said Moody. äóěI truly believe service workers will help save lives.äóť",14,29.78089768,13,1,0
ERASE (US),"12 Jan, 2020 18:52",link,https://www.facebook.com/1003344626383879/posts/2863922183659438/,"#HumanTraffickingAwarenessMonth
äť_ĄźŹ",14,31.31290539,11,2,1
ERASE (US),"20 Nov, 2019 8:53",video,https://www.facebook.com/1003344626383879/posts/2745261592192165/,"äóěAnyone who does anything to help a child in his life is a hero to me."" ~Fred Rogers

We are extremely grateful to J Brett Salazar for all his support! He has dedicated his Birthday month to raising money for ERASE! This month we have had several urgent situations and thanks to your donations we are able to help the children and adults that needed assistance right away. 
Happy Birthday!!!

#happybirthday #gratitude #socialmedia #family #makingadifference #universalchildrensday",14,36.61087866,8,2,4
ERASE (US),"22 Aug, 2019 10:04",link,https://www.facebook.com/1003344626383879/posts/2563723040346022/,"This was one of the topics covered during the labor trafficking presentation at Milton S. Hershey Medical Center on Monday. 
Presenter for ERASE, Rick Hoffman, discussed areas of labor trafficking that are under reported to both law enforcement and medical professionals. Blackbriar Corporation is working to change that in Central, Pa. 
äóěWe were treated like dirt because our supervisors knew we couldnäó»t complain.äóť",14,38.06416531,12,2,0
ERASE (US),"17 Jul, 2019 10:04",photo,https://www.facebook.com/1003344626383879/posts/2499256766792650/?substory_index=0,"The I-20 corridor and the I-85 corridor are hot spots for human trafficking. This includes Chambers County, Auburn, Opelika, Valley, Lanett and West Point along I-85.  People are trafficked for cheap or free labor, sex, and to sell drugs.  #I85 #notforsaleb https://buff.ly/2GhpwwD",14,38.88888889,8,4,2
ERASE (US),"09 Jul, 2019 10:34",video,https://www.facebook.com/1003344626383879/posts/2484633711588289/,"Does Alex Acosta have any accountability? Should he step down?

CBS This Morning discusses - Jeffrey Epstein case: Why Alex Acosta is ""public enemy No. 2""?",14,39.0625,10,3,1
ERASE (US),"05 Apr, 2019 10:04",link,https://www.facebook.com/1003344626383879/posts/2313743675343961/,A Baker man was arrested after Baton Rouge police were tipped off by someone who had helped a potential human trafficking victim escape from a local hotel.  #makingadifference,14,43.38394794,7,7,0
ERASE (US),"22 Feb, 2019 14:26",video,https://www.facebook.com/1003344626383879/posts/2253983281320001/,"It's great to hear The Jupiter Police Department's Cheif talking about the concerns of the victims and that they are working with advocacy groups to provide assistance if needed. This was a multi-agency operation with ""Homeland Security, IRS, Jupiter Police Dept., Palm Beach Sheriffäó»s Office, Sebastian Police Dept. and the Martin County Health Dept., along with äóělaw enforcement agencies from Palm Beach to Orange Countyäóť.
Visit WPTV news 5 for the full video.",14,44.17797412,6,7,1
ERASE (US),"11 Jan, 2019 10:41",video,https://www.facebook.com/1003344626383879/posts/2188881724496824/,"This is a great work of art to help people become aware of the tactics used. Please share this with your teens to start a conversation. -the ERASE Team.

* Trigger Warning* via Treasures äóťPLEASE WATCH FULL VIDEO ... This survivor-created spoken word piece featuring artists, Aaron and Viergeni White, exposes the tactics that romeo pimps use to lure potential sexual exploitation victims. We surveyed dozens of other sex trafficking survivors about their experiences being recruited into the life. Almost every single line in this piece is an actual line a pimp used as he recruited and manipulated the girls and women we spoke to.äóť",14,46.66666667,5,9,0
ERASE (US),"16 Aug, 2018 16:14",link,https://www.facebook.com/1003344626383879/posts/1985030454881953/,äóěUber can be a valuable tool in fighting human trafficking.äóť,14,52.6513727,9,5,0
ERASE (US),"02 Aug, 2018 16:10",link,https://www.facebook.com/1003344626383879/posts/1960926930625639/,"""A 31-year-old Lake Worth man was arrested last week after DNA evidence linked him to a case involving a teenage human-trafficking victim, according to a Palm Beach County Sheriffäó»s Office arrest report.""",14,53.82545175,8,6,0
ERASE (US),"02 Aug, 2018 10:04",photo,https://www.facebook.com/1003344626383879/posts/1960467810671551/,"""Urban areas like Charlotte with growing populations and affluence are magnets for human trafficking as laborers or the sex trade. Young people äóń especially minors who lack family structure or are in foster care äóń are especially vulnerable."" https://buff.ly/2AyNpPY",14,53.82545175,7,7,0
ERASE (US),"13 Jun, 2018 18:01",photo,https://www.facebook.com/1003344626383879/posts/1882049505180049/,"More Than 2,300 Suspected Online Child Sex Offenders Arrested During Operation äóěBroken Heartäóť
Great job by the ICAC Task Forces across the country!
https://buff.ly/2sTc6jJ",14,59.75245412,8,6,0
ERASE (US),"17 Oct, 2018 19:04",video,https://www.facebook.com/helperase/videos/1862190487230715/,"Teen Domestic Violence & Trafficking
#HelpERASE",14,48.71259569,7,7,0
ERASE (US),"21 May, 2018 16:04",link,https://www.facebook.com/helperase/posts/1857791167605883,Angels of Mercy and the Century Club of Rochester are working together to take a stand against the exploitation of women and girls forced into human trafficking.,14,60.89604176,9,4,1
ERASE (US),"17 May, 2018 16:04",link,https://www.facebook.com/helperase/posts/1853879707997029,"Human trafficking is modern day slavery. Girls around the age of 12 sold for sex and held by fear. You may think itäó»s a crime that only happens in big-metro areas, but it is happening right here in Northern Michigan.",14,61.24234471,8,6,0
ERASE (US),"15 May, 2018 16:04",link,https://www.facebook.com/helperase/posts/1852070384844628,"Kelli shares what Operation Underground Railroad is doing to rescue children all over the globe. She also gives some actionable, practical ways to keep our kids safe while still letting them have a full and active life.",14,61.45741879,11,3,0
ERASE (US),"14 Apr, 2018 16:04",link,https://www.facebook.com/helperase/posts/1821559521229048,"""What makes it unique is that it's not a shelter,"" Fernandez said. ""It's a warm, loving therapeutic home that is going to be a safe place for children to begin their healing process.",14,62.72401434,10,3,1
ERASE (US),"10 Apr, 2018 16:04",link,https://www.facebook.com/helperase/posts/1817466744971659,"Every year, federal agents across the country run a massive sting operation called Operation Cross Country to get dangerous traffickers off the streets and save sexually abused minors.",14,63.03466907,9,5,0
ERASE (US),"19 Mar, 2018 7:53",video,https://www.facebook.com/helperase/videos/1794260347292299/,Law Enforcement Training in Miami hosted by the North Miami Police and #HialeahGardensPoliceDepartment,14,63.75227687,9,5,0
ERASE (US),"28 Feb, 2018 20:06",video,https://www.facebook.com/helperase/videos/1773566559361678/,"Force, Fraud & COERCION #Back2TheBasics #HELPErase",14,64.24965581,4,2,8
ERASE (US),"27 Feb, 2018 16:04",link,https://www.facebook.com/helperase/posts/1772399226145078,"As a property manager, you might see things that would otherwise go unnoticed. Itäó»s unlikely that this is going on in your community. But itäó»s also not impossible. If you and your staff are aware of certain things to look for, you might be able to do something, should you ever find yourself in the situation of suspecting one of your residents of being trafficked.",14,64.30868167,9,5,0
ERASE (US),"21 Feb, 2018 16:04",link,https://www.facebook.com/helperase/posts/1766123900105944,"äóěIt is my firm belief that parents are unaware of the threat that is very much present; very close to their own children,äóť Litvak said. Trafficking can come from social media, classmates, churches, even authorities in schools, and the greatest target is kids ages 12 to 14 years old.",14,64.36781609,10,4,0
ERASE (US),"14 Feb, 2018 17:54",status,https://www.facebook.com/helperase/posts/1758754277509573,Thoughts and prayers for the families affected by Broward County School shooting. _ôÍî_ôÖî,14,64.75485661,13,1,0
ERASE (US),"12 Jan, 2018 10:14",link,https://www.facebook.com/helperase/posts/1724945350890466,"äóěWe are passionate about raising the necessary awareness to put a stop to these horrific crimes. Our community cannot continue to be affected by this devastating trade,äóť said FNU President/CEO Dr. Maria C. Regueiro. äóěJoin us at our collaborative walk, so together, we can save our youth!äóť",14,65.913371,10,4,0
ERASE (US),"11 Jan, 2018 10:14",link,https://www.facebook.com/helperase/posts/1723988294319505,"Money raised from the mural will go toward creating a home for children rescued from sex trafficking, planned for somewhere in Palm Beach or Martin counties, Barletta said.",14,65.97549482,12,2,0
ERASE (US),"11 Jan, 2018 7:38",video,https://www.facebook.com/helperase/posts/1723866634331671,"Great video produced by Miami Police Department. They explain the dangers of social media and how traffickers use it to lure teens. 
#HumanTraffickingAwarenessDay",14,65.97549482,11,3,0
ERASE (US),"29 Dec, 2017 16:04",link,https://www.facebook.com/helperase/posts/1710258005692534,"Those who trap victims are always on the move and often rely on places like convenience stores, rest stops and hotels. So, this Zip-Trip on Euclid Avenue makes certain if a victim walks in, they will know how to get help.",14,66.57156443,11,3,0
ERASE (US),"18 Nov, 2017 22:02",photo,https://www.facebook.com/helperase/posts/1667126073339061,"Great job by all law enforcement involved. These operations shed light on the demand fueling commercial sexual  exploitation. No Demand No Supply. 
#LEO #EndHumanTrafficking",14,68.15968841,14,0,0
ERASE (US),"14 Nov, 2017 16:04",link,https://www.facebook.com/helperase/posts/1662805067104495,"Human Trafficking äóÖthe new crack cocaine,äó» Bay Area police say. The FBI has identified the San Francisco Bay Area, including Santa Cruz and Monterey counties, as one of the three highest-intensity child sex trafficking regions in the country.",14,68.25938567,9,5,0
ERASE (US),"13 Nov, 2017 10:14",link,https://www.facebook.com/helperase/posts/1661588300559505,"3 things you should know about Northern Arizona Coalition Against HumanTrafficking. Lieutenant Tom Boelts explained that the sheriffäó»s office has stopped viewing the youth involved with trafficking as prostitutes, now views them as victims",14,68.22612086,10,4,0
ERASE (US),"31 Oct, 2017 20:00",video,https://www.facebook.com/helperase/videos/1649284528456549/,"Celebrating the power to Speak Out! Part 2 of 4  
What message do we send when we donäó»t speak out? Silence is not always golden.  
#HelpErase",14,69.41001487,9,4,1
ERASE (US),"10 Oct, 2017 20:06",video,https://www.facebook.com/helperase/videos/1628128513905484/,Your COMMUNICATION Super Power #4:  THE TOUGH CONVERSATIONS!!!,14,70.52896725,2,6,6
