,url,created_time,message,cleaned_message,emojis,mentions,names,message_tags,attachments,urls,original_date,total_engagement,engagement_rate,reactions,shares,comments,date,day_week,Mon,Tue,Wed,Thur,Fri,Sat,season,winter,spring,summer,hour,time_day,morning,afternoon,evening,emoji_num,mention_num,name_num,share,share_url,photo,photo_url,video,video_url,media_desc,thumbnail_url,link,face_present,key,engagement_rate_label,total_engagement_label,engagement_rate_label2,total_engagement_label2,engagement_rate_label3,total_engagement_label3,weighted_engagement,recovered,missing,asterisk,federal,special_day,face_vague,hashtag_num,weighted_engagement_label3,shares_label3
55,https://www.facebook.com/1003344626383879/posts/2463087093742951/,2019-06-27T16:59:46+0000,"“When you get in trouble, you will be publicly humiliated..I’ve been grabbed by a dog choke chain and dragged out of a club and stomped in front of the entire parking lot, and nobody even stopped or tried to help me ” #notherfault #victim #notoffender","['get', 'troubl', 'publicli', 'humili', 'grab', 'dog', 'choke', 'chain', 'drag', 'club', 'stomp', 'front', 'entir', 'park', 'lot', 'nobodi', 'even', 'stop', 'tri', 'help']",,,,"['NotHerFault', 'victim', 'notoffender']","[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2JcGj4x&h=AT3EMpoRKicqltqDbHP7WO4WF1O764EdY48SNTMqAp4YHRXefSg5P4vMgOegUi71NwMe8U02CIp-GQFpp9E6cQgPfObLAkiPghyxboILz8VmQaWvNuCVnDr2uTrEcwZb&s=1', 'media_description': 'Human trafficking: It happens here, too', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQFGyploGG8eN6tE&w=630&h=630&url=https%3A%2F%2Fbloximages.chicago2.vip.townnews.com%2Findianapolisrecorder.com%2Fcontent%2Ftncms%2Fassets%2Fv3%2Feditorial%2F5%2Fda%2F5daa140e-98d9-11e9-9c33-a7576931cbfd%2F5d14ba9238db9.image.jpg%3Fresize%3D840%252C630&cfs=1&_nc_cb=1&_nc_hash=AQHGxTRldrmL9gUb'}, {'media_type': 'fundraiser_for_story', 'media_url': 'https://www.facebook.com/1003344626383879/posts/2463087093742951/', 'media_description': None, 'thumbnail_url': None}]",,"27 Jun, 2019 12:59",85,248.7562189,45,40,0,2019-06-27,3,0,0,0,1,0,0,2,0,0,1,12,2,0,1,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2JcGj4x&h=AT3EMpoRKicqltqDbHP7WO4WF1O764EdY48SNTMqAp4YHRXefSg5P4vMgOegUi71NwMe8U02CIp-GQFpp9E6cQgPfObLAkiPghyxboILz8VmQaWvNuCVnDr2uTrEcwZb&s=1,0,,0,,"Human trafficking: It happens here, too",https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQFGyploGG8eN6tE&w=630&h=630&url=https%3A%2F%2Fbloximages.chicago2.vip.townnews.com%2Findianapolisrecorder.com%2Fcontent%2Ftncms%2Fassets%2Fv3%2Feditorial%2F5%2Fda%2F5daa140e-98d9-11e9-9c33-a7576931cbfd%2F5d14ba9238db9.image.jpg%3Fresize%3D840%252C630&cfs=1&_nc_cb=1&_nc_hash=AQHGxTRldrmL9gUb,0,0,144,2,2,2,2,1,1,62.5,0,0,0,0,0,0,3,1,1
107,https://www.facebook.com/1003344626383879/posts/1957160284335637/,2018-07-31T14:04:11+0000,"Human traffickers will be held accountable for their crimes thanks to the hard work of Homeland Security Investigations, the FBI,  local law enforcement, and Assistant U.S. Attorneys. Often HSI is confused with immigration removal agents. HSI investigates crimes of security threats, child exploitation, human trafficking, financial crimes, identity fraud, and more. Homeland Security has recovered many victims of human trafficking and has locked up a lot of bad guy. 
""Fort Worth man sentenced to life in prison for sex trafficking children.""","['human', 'traffick', 'held', 'account', 'crime', 'thank', 'hard', 'work', 'homeland', 'secur', 'investig', 'fbi', 'local', 'law', 'enforc', 'assist', 'u', 'attorney', 'often', 'hsi', 'confus', 'immigr', 'remov', 'agent', 'hsi', 'investig', 'crime', 'secur', 'threat', 'child', 'exploit', 'human', 'traffick', 'financi', 'crime', 'ident', 'fraud', 'homeland', 'secur', 'recov', 'mani', 'victim', 'human', 'traffick', 'lock', 'lot', 'bad', 'guy', 'fort', 'worth', 'man', 'sentenc', 'life', 'prison', 'sex', 'traffick', 'children']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2LrbltB&h=AT2gsPtybSNj7UycWgO6-USih5VX6bY9B8ihQxgKsYRiFuVDe1Rzig5q3BE3OomL2EU4fjks8WGWnU3GP72x0ffW_cqEc_PzpWJOoIvhSsgs9702ToECxNd6oZt5agZf&s=1', 'media_description': 'Fort Worth man sentenced to life in prison for sex trafficking children', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQF4Y4hU5DGsaYee&w=630&h=630&url=https%3A%2F%2Fwww.ice.gov%2Fsites%2Fdefault%2Ffiles%2Fimages%2FdhsIceSocial1.jpg&cfs=1&_nc_cb=1&_nc_hash=AQHMbbKEU8uGtyqi'}]",,"31 Jul, 2018 10:04",84,323.3256351,49,33,2,2018-07-31,1,0,1,0,0,0,0,2,0,0,1,10,1,1,0,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2LrbltB&h=AT2gsPtybSNj7UycWgO6-USih5VX6bY9B8ihQxgKsYRiFuVDe1Rzig5q3BE3OomL2EU4fjks8WGWnU3GP72x0ffW_cqEc_PzpWJOoIvhSsgs9702ToECxNd6oZt5agZf&s=1,0,,0,,Fort Worth man sentenced to life in prison for sex trafficking children,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQF4Y4hU5DGsaYee&w=630&h=630&url=https%3A%2F%2Fwww.ice.gov%2Fsites%2Fdefault%2Ffiles%2Fimages%2FdhsIceSocial1.jpg&cfs=1&_nc_cb=1&_nc_hash=AQHMbbKEU8uGtyqi,0,0,151,2,2,2,2,1,1,59.0,1,0,0,0,0,0,0,1,1
134,https://www.facebook.com/1003344626383879/posts/1885785568139776/,2018-06-16T15:41:31+0000,51 children recovered!,"['children', 'recov']",,,,,"[{'media_type': 'share', 'media_url': 'http://l.facebook.com/l.php?u=http%3A%2F%2Fwww.wthitv.com%2Fcontent%2Fnational%2F485618881.html%23.WySY7Tgua8s.facebook&h=AT3DcwihSiPK1rlo6tb5-N4Y0mmc5YhUqMHfOjdeY0pNX4kc7hIqASEbrE-JgSOtT_dhR8TNwft4LyGP8lPj5b95ZBonfw2RfE5FC61ZFH3voE2wCQ38JxSb6UN3DLWV&s=1', 'media_description': 'Authorities find 51 of 76 missing children during sweep', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQF-CqE3Gh1THg7P&w=380&h=380&url=http%3A%2F%2Fmedia.heartlandtv.com%2Fdesignimages%2Fwthi-story-default-image-640x380.png&cfs=1&_nc_cb=1&_nc_hash=AQG1nrQ32Z8gaOIh'}]",,"16 Jun, 2018 11:41",82,349.6801706,52,29,1,2018-06-16,5,0,0,0,0,0,1,2,0,0,1,11,1,1,0,0,0,0,0,1,http://l.facebook.com/l.php?u=http%3A%2F%2Fwww.wthitv.com%2Fcontent%2Fnational%2F485618881.html%23.WySY7Tgua8s.facebook&h=AT3DcwihSiPK1rlo6tb5-N4Y0mmc5YhUqMHfOjdeY0pNX4kc7hIqASEbrE-JgSOtT_dhR8TNwft4LyGP8lPj5b95ZBonfw2RfE5FC61ZFH3voE2wCQ38JxSb6UN3DLWV&s=1,0,,0,,Authorities find 51 of 76 missing children during sweep,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQF-CqE3Gh1THg7P&w=380&h=380&url=http%3A%2F%2Fmedia.heartlandtv.com%2Fdesignimages%2Fwthi-story-default-image-640x380.png&cfs=1&_nc_cb=1&_nc_hash=AQG1nrQ32Z8gaOIh,0,0,156,2,2,2,2,1,1,55.75,1,0,0,0,0,0,0,1,1
40,https://www.facebook.com/1003344626383879/posts/1935826876468978/,2018-07-18T17:12:31+0000,"A minor is recovered by law enforcement and trafficker is in jail. For both the Victim and Law Enforcement this is just the beginning of a long road ahead. Hopefully the victim will be connected with services in her area so she cant start a very difficult healing process. 
For law enforcement they will start building a strong case to make sure no one else is victimized by this trafficker. 
This is why we do the work we do at ERASE. We want to provide law enforcement the tools they need to recover victims. And want to help survivors reclaim their life. 

""Girl found at a Gulfport hotel. A man with her is accused of human trafficking, sheriff says""","['minor', 'recov', 'law', 'enforc', 'traffick', 'jail', 'victim', 'law', 'enforc', 'begin', 'long', 'road', 'ahead', 'hope', 'victim', 'connect', 'servic', 'area', 'start', 'difficult', 'heal', 'process', 'law', 'enforc', 'start', 'build', 'strong', 'case', 'make', 'sure', 'one', 'els', 'victim', 'traffick', 'work', 'eras', 'want', 'provid', 'law', 'enforc', 'tool', 'need', 'recov', 'victim', 'want', 'help', 'survivor', 'reclaim', 'life', 'girl', 'found', 'gulfport', 'hotel', 'man', 'accus', 'human', 'traffick', 'sheriff', 'say']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2NYvC7n&h=AT3ofZphyw9VmyPZiAxJngwE1xLYeMmdU8FBdfZLu_BBf61peHh84CJa6SMv_n4T646ZhqPaqVHfC1vMvX6WIVploGrvTnoMGM0idnwsJQ_C-7J3maCpiIN9bHguqvHs&s=1', 'media_description': 'Girl found at a Gulfport hotel. A man with her is accused of human trafficking, sheriff says', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGN_RjeTwkffgaq&w=641&h=641&url=https%3A%2F%2Fwww.sunherald.com%2Flatest-news%2Fcqtb8d%2Fpicture215063885%2Falternates%2FLANDSCAPE_1140%2FMaxwell%2520Isley%2520Phillips.jpg&cfs=1&sx=261&sy=0&sw=641&sh=641&_nc_cb=1&_nc_hash=AQHd3bFmWL3Zh354'}]",,"18 Jul, 2018 13:12",82,325.3968253999999,19,62,1,2018-07-18,2,0,0,1,0,0,0,2,0,0,1,13,2,0,1,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2NYvC7n&h=AT3ofZphyw9VmyPZiAxJngwE1xLYeMmdU8FBdfZLu_BBf61peHh84CJa6SMv_n4T646ZhqPaqVHfC1vMvX6WIVploGrvTnoMGM0idnwsJQ_C-7J3maCpiIN9bHguqvHs&s=1,0,,0,,"Girl found at a Gulfport hotel. A man with her is accused of human trafficking, sheriff says",https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGN_RjeTwkffgaq&w=641&h=641&url=https%3A%2F%2Fwww.sunherald.com%2Flatest-news%2Fcqtb8d%2Fpicture215063885%2Falternates%2FLANDSCAPE_1140%2FMaxwell%2520Isley%2520Phillips.jpg&cfs=1&sx=261&sy=0&sw=641&sh=641&_nc_cb=1&_nc_hash=AQHd3bFmWL3Zh354,0,1,155,2,2,2,2,1,1,72.25,1,0,0,0,0,0,0,1,1
1,https://www.facebook.com/1003344626383879/posts/2326766724041656/,2019-04-10T20:10:05+0000,Lauri and Brown were arrested Jan. 19 after a 38-year-old woman reported to police that she’d been held against her will and victimized.,"['lauri', 'brown', 'arrest', 'jan', '-year-old', 'woman', 'report', 'polic', 'held', 'victim']",,,"['Brown', 'Jan     ']",,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2P1z6a1&h=AT30gloMpCP0Jy9zadndHqkLj_SrPpDJeJLBzkdrwcPJIRUVl313yq569Fgj7mp8_aFKOY1C5L4e5Xk6itcaXDGILIFI78klSvkGfb6Em0_k9fugSc7q_xLCL-Zkk5hO&s=1', 'media_description': 'Lawrence men seek plea deals in human trafficking, kidnapping case', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQEOUFi7FKoPzn1q&w=598&h=598&url=https%3A%2F%2Fs3.amazonaws.com%2Fogden_images%2Fwww.ljworld.com%2Fimages%2F2019%2F01%2F24130538%2Flauri-brown-1100x598.jpg&cfs=1&sx=233&sy=0&sw=598&sh=598&_nc_cb=1&_nc_hash=AQGMMyYRG0b0ZOq_'}]",,"10 Apr, 2019 16:10",82,253.3992583,45,35,2,2019-04-10,2,0,0,1,0,0,0,1,0,1,0,16,2,0,1,0,0,0,2,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2P1z6a1&h=AT30gloMpCP0Jy9zadndHqkLj_SrPpDJeJLBzkdrwcPJIRUVl313yq569Fgj7mp8_aFKOY1C5L4e5Xk6itcaXDGILIFI78klSvkGfb6Em0_k9fugSc7q_xLCL-Zkk5hO&s=1,0,,0,,"Lawrence men seek plea deals in human trafficking, kidnapping case",https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQEOUFi7FKoPzn1q&w=598&h=598&url=https%3A%2F%2Fs3.amazonaws.com%2Fogden_images%2Fwww.ljworld.com%2Fimages%2F2019%2F01%2F24130538%2Flauri-brown-1100x598.jpg&cfs=1&sx=233&sy=0&sw=598&sh=598&_nc_cb=1&_nc_hash=AQGMMyYRG0b0ZOq_,0,1,154,2,2,2,2,1,1,59.0,0,0,0,0,0,0,0,1,1
139,https://www.facebook.com/1003344626383879/posts/2073132199405111/,2018-10-23T20:10:02+0000,"“Sex trafficking doesn't just happen in other countries, huge American cities, or large metropolitan areas. No, it happens right here in Iowa and a new documentary will expose it.”","['sex', 'traffick', 'happen', 'countri', 'huge', 'american', 'citi', 'larg', 'metropolitan', 'area', 'happen', 'right', 'iowa', 'new', 'documentari', 'expos']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2OE1nqr&h=AT2e7T5w1ZSz8YCZLXodaiPTC6JD0yuAoT0vyfM8q0106uYn_EQCHIFxMxoRX7pBW5buvgFf_pVkgoDHNTxPhUmGpXea13rS03RpKwMlOvubp0IKJvMRsN5yMV7Ml0ke&s=1', 'media_description': 'Trailer Released for Documentary Exposing Sex Trafficking in Iowa', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQEFQz_FR5T3Dwc3&w=400&h=400&url=http%3A%2F%2Fkhak.com%2Ffiles%2F2018%2F10%2FSex-Trafficking-iStock.jpg%3Fw%3D600%26h%3D0%26zc%3D1%26s%3D0%26a%3Dt%26q%3D89&cfs=1&_nc_cb=1&_nc_hash=AQE9N-n4gZz9puFs'}]",,"23 Oct, 2018 16:10",81,281.7391304,29,52,0,2018-10-23,1,0,1,0,0,0,0,3,0,0,0,16,2,0,1,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2OE1nqr&h=AT2e7T5w1ZSz8YCZLXodaiPTC6JD0yuAoT0vyfM8q0106uYn_EQCHIFxMxoRX7pBW5buvgFf_pVkgoDHNTxPhUmGpXea13rS03RpKwMlOvubp0IKJvMRsN5yMV7Ml0ke&s=1,0,,0,,Trailer Released for Documentary Exposing Sex Trafficking in Iowa,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQEFQz_FR5T3Dwc3&w=400&h=400&url=http%3A%2F%2Fkhak.com%2Ffiles%2F2018%2F10%2FSex-Trafficking-iStock.jpg%3Fw%3D600%26h%3D0%26zc%3D1%26s%3D0%26a%3Dt%26q%3D89&cfs=1&_nc_cb=1&_nc_hash=AQE9N-n4gZz9puFs,0,0,160,2,2,2,2,1,1,66.5,0,0,0,0,0,0,0,1,1
28,https://www.facebook.com/1003344626383879/posts/2279124445472551/,2019-03-12T14:04:02+0000,"""At the motel, a woman told her she would have to prostitute herself to earn the money she’d need to get home. She refused and was beaten and “dragged on the floor of the hotel,”","['motel', 'woman', 'told', 'would', 'prostitut', 'earn', 'money', 'need', 'get', 'home', 'refus', 'beaten', 'drag', 'floor', 'hotel']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2O1NX44&h=AT0ySyAnrEwfz952kafLoydmGLQI4vQ40V1KaZW5LQ6w40411Hegb-pZlLRhpUh5SruPHl92qb13nEGj5qTbjQoEbxq-HUFRVSFveQN2N4zwDh5BKchVPJGqFnS0ELEf&s=1', 'media_description': 'Woman forced into prostitution after accepting free trip to Orlando, officials say', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQFYgq3zch1ok6Pf&w=675&h=675&url=https%3A%2F%2Fkubrick.htvapps.com%2Fhtv-prod-media.s3.amazonaws.com%2Fimages%2Fposter-2019-03-11t165032-578-1552337942.jpg%3Fcrop%3D1.00xw%3A1.00xh%3B0%2C0%26resize%3D1200%3A%2A&cfs=1&sx=284&sy=0&sw=675&sh=675&_nc_cb=1&_nc_hash=AQGVO61EclBwRfRr'}]",,"12 Mar, 2019 10:04",81,253.4418023,41,39,1,2019-03-12,1,0,1,0,0,0,0,1,0,1,0,10,1,1,0,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2O1NX44&h=AT0ySyAnrEwfz952kafLoydmGLQI4vQ40V1KaZW5LQ6w40411Hegb-pZlLRhpUh5SruPHl92qb13nEGj5qTbjQoEbxq-HUFRVSFveQN2N4zwDh5BKchVPJGqFnS0ELEf&s=1,0,,0,,"Woman forced into prostitution after accepting free trip to Orlando, officials say",https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQFYgq3zch1ok6Pf&w=675&h=675&url=https%3A%2F%2Fkubrick.htvapps.com%2Fhtv-prod-media.s3.amazonaws.com%2Fimages%2Fposter-2019-03-11t165032-578-1552337942.jpg%3Fcrop%3D1.00xw%3A1.00xh%3B0%2C0%26resize%3D1200%3A%2A&cfs=1&sx=284&sy=0&sw=675&sh=675&_nc_cb=1&_nc_hash=AQGVO61EclBwRfRr,0,1,159,2,2,2,2,1,1,60.25,0,0,0,0,0,0,0,1,1
13,https://www.facebook.com/1003344626383879/posts/2387320117986316/,2019-05-15T20:10:04+0000,"With their eyes on the Super Bowl and WrestleMania, officials are looking for new ways to ensure victims are not trafficked for sex or labor.","['eye', 'super', 'bowl', 'wrestlemania', 'offici', 'look', 'new', 'way', 'ensur', 'victim', 'traffick', 'sex', 'labor']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F30d5vQa&h=AT2Wqb37LKBvoE1-37_44C3LuHuKIKfT7qYP182PszXAH9RZikfuV_Rhs5QRT6T0chcF5x4F3wu2Xv9r2VXjBYk-HAkxcxL2b60GTO7Fu_mcJPbFcMAfs_45r_rM5-1r&s=1', 'media_description': 'Florida may soon have a prostitution registry for pimps and johns', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQHjyEGaLu9Cvnrp&w=640&h=640&url=https%3A%2F%2Fcdn.cltampa.com%2Ffiles%2Fbase%2Fscomm%2Fcltampa%2Fimage%2F2019%2F05%2F960w%2FAdobeStock_138264793.5cdb130607fa4.jpg&cfs=1&_nc_cb=1&_nc_hash=AQELYjTPEdyEVi67'}]",,"15 May, 2019 16:10",81,247.3282443,53,26,2,2019-05-15,2,0,0,1,0,0,0,1,0,1,0,16,2,0,1,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F30d5vQa&h=AT2Wqb37LKBvoE1-37_44C3LuHuKIKfT7qYP182PszXAH9RZikfuV_Rhs5QRT6T0chcF5x4F3wu2Xv9r2VXjBYk-HAkxcxL2b60GTO7Fu_mcJPbFcMAfs_45r_rM5-1r&s=1,0,,0,,Florida may soon have a prostitution registry for pimps and johns,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQHjyEGaLu9Cvnrp&w=640&h=640&url=https%3A%2F%2Fcdn.cltampa.com%2Ffiles%2Fbase%2Fscomm%2Fcltampa%2Fimage%2F2019%2F05%2F960w%2FAdobeStock_138264793.5cdb130607fa4.jpg&cfs=1&_nc_cb=1&_nc_hash=AQELYjTPEdyEVi67,0,0,158,2,2,2,2,1,1,54.0,0,0,0,0,0,0,0,1,1
75,https://www.facebook.com/1003344626383879/posts/1969388163112849/,2018-08-07T20:10:06+0000,"“Prior to Strong Beginnings, if we were unable to get a victim in a shelter program right away, our only option would have been to place her temporarily in a motel,” said Tran, explaining that the task force tries to avoid that option since motels often are where trafficking happens and can be re-traumatizing.""","['prior', 'strong', 'begin', 'unabl', 'get', 'victim', 'shelter', 'program', 'right', 'away', 'option', 'would', 'place', 'temporarili', 'motel', 'said', 'tran', 'explain', 'task', 'forc', 'tri', 'avoid', 'option', 'sinc', 'motel', 'often', 'traffick', 'happen', 're-traumat']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2vIG6j1&h=AT2Uig9iDYKtfEO-bVJniKgvf9DqaDOSWovpKl-_Xk0oYuxudsOydfgpUvs-V75w8sJdlbez_-xKmOHDWlRsL0Bc3DO0c4Elaeyl9MvFMELFMjOup4XnSKw-BJUOWrlt&s=1', 'media_description': 'Orange County opens first-ever emergency program for female human trafficking survivors', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQFlcxSVMWZ05HEH&w=675&h=675&url=http%3A%2F%2Fwww.latimes.com%2Fresizer%2FdapwEyznGZ_7sg-atcK9UdG6Gnw%3D%2F1200x0%2Farc-anglerfish-arc2-prod-tronc.s3.amazonaws.com%2Fpublic%2F2NWYV4U2ZJBDTNVTMSYV6UARIQ.jpg&cfs=1&_nc_cb=1&_nc_hash=AQEDN_5dm4m4q5lj'}]",,"07 Aug, 2018 16:10",79,301.8723729,43,34,2,2018-08-07,1,0,1,0,0,0,0,2,0,0,1,16,2,0,1,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2vIG6j1&h=AT2Uig9iDYKtfEO-bVJniKgvf9DqaDOSWovpKl-_Xk0oYuxudsOydfgpUvs-V75w8sJdlbez_-xKmOHDWlRsL0Bc3DO0c4Elaeyl9MvFMELFMjOup4XnSKw-BJUOWrlt&s=1,0,,0,,Orange County opens first-ever emergency program for female human trafficking survivors,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQFlcxSVMWZ05HEH&w=675&h=675&url=http%3A%2F%2Fwww.latimes.com%2Fresizer%2FdapwEyznGZ_7sg-atcK9UdG6Gnw%3D%2F1200x0%2Farc-anglerfish-arc2-prod-tronc.s3.amazonaws.com%2Fpublic%2F2NWYV4U2ZJBDTNVTMSYV6UARIQ.jpg&cfs=1&_nc_cb=1&_nc_hash=AQEDN_5dm4m4q5lj,0,0,165,2,2,2,2,1,1,57.0,0,0,0,0,0,0,0,1,1
53,https://www.facebook.com/1003344626383879/posts/2068012386583759/,2018-10-19T20:10:04+0000,“Two Delray Beach men face human trafficking charges”,"['two', 'delray', 'beach', 'men', 'face', 'human', 'traffick', 'charg']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2S4uEs6&h=AT1zTjCW5vs1B3p296h9zNv68Xc7HyM1reC9yQmAIlAMbdcNnQW7tUpCX7wOcVMriIwlOBOTrK8kOgdZtfyTTq-Izcqg_46AcKvJVSLvl4Mg6bXUvo6kYUw5HK1OsxAw&s=1', 'media_description': 'Two Delray Beach men face human trafficking charges', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQFENQU2_3pdqNr4&w=675&h=675&url=https%3A%2F%2Fmediaassets.wptv.com%2Fphoto%2F2018%2F10%2F19%2Fwptv-keto-postemus-aaron-martinez_1539970673514_100871639_ver1.0_900_675.jpg&cfs=1&sx=122&sy=0&sw=675&sh=675&_nc_cb=1&_nc_hash=AQEjnCTZ7IdGzH8T'}]",,"19 Oct, 2018 16:10",79,275.0696379,44,32,3,2018-10-19,4,0,0,0,0,1,0,3,0,0,0,16,2,0,1,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2S4uEs6&h=AT1zTjCW5vs1B3p296h9zNv68Xc7HyM1reC9yQmAIlAMbdcNnQW7tUpCX7wOcVMriIwlOBOTrK8kOgdZtfyTTq-Izcqg_46AcKvJVSLvl4Mg6bXUvo6kYUw5HK1OsxAw&s=1,0,,0,,Two Delray Beach men face human trafficking charges,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQFENQU2_3pdqNr4&w=675&h=675&url=https%3A%2F%2Fmediaassets.wptv.com%2Fphoto%2F2018%2F10%2F19%2Fwptv-keto-postemus-aaron-martinez_1539970673514_100871639_ver1.0_900_675.jpg&cfs=1&sx=122&sy=0&sw=675&sh=675&_nc_cb=1&_nc_hash=AQEjnCTZ7IdGzH8T,0,1,164,2,2,2,2,1,1,56.25,0,0,0,0,0,0,0,1,1
21,https://www.facebook.com/1003344626383879/posts/2068950779823253/,2018-10-20T14:04:02+0000,“Former city tow driver imprisoned for bribery now charged with sex trafficking of teens.”,"['former', 'citi', 'tow', 'driver', 'imprison', 'briberi', 'charg', 'sex', 'traffick', 'teen']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2S49VFc&h=AT3PQ7d6Buav_nrfl607IwfSkd7m_xyyQfZuMCjLD6yBl9cgL22kmc0dSy1YeSD-XWcPTKnQJpxF6zGMuArTLyCeoNul59eoOoAatEZ1gsX3X2nCbJYa0Nv1ABkcYGUK&s=1', 'media_description': 'Former city tow driver imprisoned for bribery now charged with sex trafficking of teens', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGTr_0pXAnIurQl&w=555&h=555&url=http%3A%2F%2Fwww.trbimg.com%2Fimg-5bca5e9a%2Fturbine%2Fct-met-imprisoned-city-tow-driver-sex-trafficking-20181019&cfs=1&sx=157&sy=0&sw=555&sh=555&_nc_cb=1&_nc_hash=AQEN3hebfgeYDXlY'}]",,"20 Oct, 2018 10:04",79,274.97389489999995,43,32,4,2018-10-20,5,0,0,0,0,0,1,3,0,0,0,10,1,1,0,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2S49VFc&h=AT3PQ7d6Buav_nrfl607IwfSkd7m_xyyQfZuMCjLD6yBl9cgL22kmc0dSy1YeSD-XWcPTKnQJpxF6zGMuArTLyCeoNul59eoOoAatEZ1gsX3X2nCbJYa0Nv1ABkcYGUK&s=1,0,,0,,Former city tow driver imprisoned for bribery now charged with sex trafficking of teens,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGTr_0pXAnIurQl&w=555&h=555&url=http%3A%2F%2Fwww.trbimg.com%2Fimg-5bca5e9a%2Fturbine%2Fct-met-imprisoned-city-tow-driver-sex-trafficking-20181019&cfs=1&sx=157&sy=0&sw=555&sh=555&_nc_cb=1&_nc_hash=AQEN3hebfgeYDXlY,0,1,163,2,2,2,2,1,1,56.5,0,0,0,0,0,0,0,1,1
